filename,label
dataset/with_ellipse/0.png,True
dataset/without_ellipse/1.png,False
dataset/without_ellipse/2.png,False
dataset/with_ellipse/3.png,True
dataset/without_ellipse/4.png,False
dataset/without_ellipse/5.png,False
dataset/without_ellipse/6.png,False
dataset/with_ellipse/7.png,True
dataset/with_ellipse/8.png,True
dataset/with_ellipse/9.png,True
dataset/with_ellipse/10.png,True
dataset/with_ellipse/11.png,True
dataset/without_ellipse/12.png,False
dataset/with_ellipse/13.png,True
dataset/with_ellipse/14.png,True
dataset/without_ellipse/15.png,False
dataset/with_ellipse/16.png,True
dataset/with_ellipse/17.png,True
dataset/without_ellipse/18.png,False
dataset/with_ellipse/19.png,True
dataset/with_ellipse/20.png,True
dataset/with_ellipse/21.png,True
dataset/without_ellipse/22.png,False
dataset/without_ellipse/23.png,False
dataset/without_ellipse/24.png,False
dataset/with_ellipse/25.png,True
dataset/with_ellipse/26.png,True
dataset/with_ellipse/27.png,True
dataset/with_ellipse/28.png,True
dataset/without_ellipse/29.png,False
dataset/with_ellipse/30.png,True
dataset/with_ellipse/31.png,True
dataset/without_ellipse/32.png,False
dataset/without_ellipse/33.png,False
dataset/without_ellipse/34.png,False
dataset/without_ellipse/35.png,False
dataset/with_ellipse/36.png,True
dataset/without_ellipse/37.png,False
dataset/without_ellipse/38.png,False
dataset/with_ellipse/39.png,True
dataset/without_ellipse/40.png,False
dataset/without_ellipse/41.png,False
dataset/without_ellipse/42.png,False
dataset/with_ellipse/43.png,True
dataset/without_ellipse/44.png,False
dataset/without_ellipse/45.png,False
dataset/with_ellipse/46.png,True
dataset/without_ellipse/47.png,False
dataset/without_ellipse/48.png,False
dataset/with_ellipse/49.png,True
dataset/without_ellipse/50.png,False
dataset/without_ellipse/51.png,False
dataset/without_ellipse/52.png,False
dataset/with_ellipse/53.png,True
dataset/with_ellipse/54.png,True
dataset/with_ellipse/55.png,True
dataset/without_ellipse/56.png,False
dataset/with_ellipse/57.png,True
dataset/without_ellipse/58.png,False
dataset/with_ellipse/59.png,True
dataset/with_ellipse/60.png,True
dataset/without_ellipse/61.png,False
dataset/without_ellipse/62.png,False
dataset/with_ellipse/63.png,True
dataset/without_ellipse/64.png,False
dataset/with_ellipse/65.png,True
dataset/without_ellipse/66.png,False
dataset/with_ellipse/67.png,True
dataset/without_ellipse/68.png,False
dataset/with_ellipse/69.png,True
dataset/without_ellipse/70.png,False
dataset/without_ellipse/71.png,False
dataset/with_ellipse/72.png,True
dataset/with_ellipse/73.png,True
dataset/without_ellipse/74.png,False
dataset/with_ellipse/75.png,True
dataset/with_ellipse/76.png,True
dataset/without_ellipse/77.png,False
dataset/without_ellipse/78.png,False
dataset/without_ellipse/79.png,False
dataset/without_ellipse/80.png,False
dataset/with_ellipse/81.png,True
dataset/without_ellipse/82.png,False
dataset/with_ellipse/83.png,True
dataset/without_ellipse/84.png,False
dataset/without_ellipse/85.png,False
dataset/with_ellipse/86.png,True
dataset/without_ellipse/87.png,False
dataset/with_ellipse/88.png,True
dataset/with_ellipse/89.png,True
dataset/with_ellipse/90.png,True
dataset/with_ellipse/91.png,True
dataset/with_ellipse/92.png,True
dataset/with_ellipse/93.png,True
dataset/without_ellipse/94.png,False
dataset/without_ellipse/95.png,False
dataset/without_ellipse/96.png,False
dataset/with_ellipse/97.png,True
dataset/with_ellipse/98.png,True
dataset/without_ellipse/99.png,False
dataset/without_ellipse/100.png,False
dataset/without_ellipse/101.png,False
dataset/without_ellipse/102.png,False
dataset/with_ellipse/103.png,True
dataset/without_ellipse/104.png,False
dataset/with_ellipse/105.png,True
dataset/with_ellipse/106.png,True
dataset/with_ellipse/107.png,True
dataset/with_ellipse/108.png,True
dataset/without_ellipse/109.png,False
dataset/with_ellipse/110.png,True
dataset/without_ellipse/111.png,False
dataset/without_ellipse/112.png,False
dataset/without_ellipse/113.png,False
dataset/with_ellipse/114.png,True
dataset/without_ellipse/115.png,False
dataset/without_ellipse/116.png,False
dataset/with_ellipse/117.png,True
dataset/without_ellipse/118.png,False
dataset/without_ellipse/119.png,False
dataset/with_ellipse/120.png,True
dataset/without_ellipse/121.png,False
dataset/with_ellipse/122.png,True
dataset/without_ellipse/123.png,False
dataset/with_ellipse/124.png,True
dataset/with_ellipse/125.png,True
dataset/without_ellipse/126.png,False
